"Name","test_exact_match","test_f1","Runtime","Notes","State","Tags","eval/loss","eval/runtime","eval/samples_per_second","eval/steps_per_second","test_tydiqa_exact_match","test_tydiqa_f1","test_xquad_exact_match","test_xquad_f1","train/epoch","train/global_step","train/learning_rate","train/loss","train/total_flos","train/train_loss","train/train_runtime","train/train_samples_per_second","train/train_steps_per_second","val_exact_match","val_f1"
"th_qcpg_0.8_aug_0.5","39.7334736103805","53.52306724935778","2318","-","finished","","2.08001971244812","5.1133","441.201","3.52","41.366349767853194","55.26229189887095","33.47457627118644","46.85653073262352","19.95","4220","0","0.2623","57318791454737280","1.0911545495851345","2177.9569","124.254","1.938","51.019503546099294","62.29724546996141"
"th_qcpg_0.8_aug_0.4","40.452393477117305","54.06194876294225","2182","-","finished","","1.890395998954773","5.116","440.966","3.518","42.427592305991595","56.017006406344855","32.88135593220339","46.568113406070616","19.95","3940","0","0.3073","53490108064568450","1.151207592765692","2041.96","123.695","1.93","49.645390070921984","61.8268586510139"
"th_qcpg_0.8_aug_0.3","36.64737857268104","51.599559259155185","2037","-","finished","","1.940618634223938","5.1153","441.033","3.519","38.116294494804336","53.319312708788345","31.016949152542377","45.00765684162208","19.95","3660","0","0.3326","49661424674399620","1.1529687923160408","1902.1635","123.302","1.924","47.783687943262414","59.841915279767306"
"th_qcpg_0.8_aug_0.2","40.75048220234964","54.25726471743789","1896","-","finished","","1.837939977645874","5.1203","440.601","3.515","42.44970152553615","56.03663730379242","34.23728813559322","47.43683911736991","19.94","3380","0","0.2927","45832741284230780","1.1296747354360728","1763.7014","122.753","1.916","49.11347517730496","60.98292075079469"
"th_qcpg_0.8_aug_0.1","39.29510783798001","53.43556899397902","1755","-","finished","","1.854871153831482","5.113","441.227","3.52","41.145257572407694","55.19147100136346","32.20338983050848","46.70510731652309","19.94","3100","0","0.2952","42004057894061950","1.1540326875255953","1625.4312","122.097","1.907","48.847517730496456","61.24817783670396"
"th_qcpg_0.5_llm_gec_aug_1.0","39.20743468349991","52.258787848301424","3005","-","finished","","2.307394504547119","5.1102","441.474","3.522","41.16736679195225","54.08105546983967","31.694915254237287","45.27394339727082","20","5640","0","0.3431","76607636381752320","1.211938694351954","2859.8974","126.172","1.972","49.645390070921984","61.2360424422377"
"th_qcpg_0.5_llm_gec_aug_0.9","38.68139575661933","53.05248227616665","2874","-","finished","","2.160224199295044","5.1075","441.7","3.524","40.26088879062569","54.64769338965897","32.6271186440678","46.93795696572237","20","5360","0","0.3387","72777679169894400","1.2327800380649852","2728.4683","125.638","1.964","49.60106382978723","61.51286848159177"
"th_qcpg_0.5_llm_gec_aug_0.8","39.10222689812379","52.67736131346575","2733","-","finished","","2.1501286029815674","5.1231","440.358","3.513","41.16736679195225","54.759529321358336","31.1864406779661","44.69630546626537","20","5080","0","0.4051","68947721958036480","1.3054452160211998","2591.1264","125.335","1.961","48.315602836879435","61.04138337066218"
"th_qcpg_0.5_llm_gec_aug_0.7","39.03208837453972","52.664353065937185","2596","-","finished","","2.1805949211120605","5.1246","440.23","3.512","40.61463630333849","54.31579229494537","32.96610169491525","46.33430252966384","20","4800","0","0.4039","65117764746178560","1.2627050002415976","2454.0737","124.984","1.956","49.645390070921984","60.85477322531456"
"th_qcpg_0.5_llm_gec_aug_0.6","39.80361213396458","53.28652549251227","2459","-","finished","","2.1100993156433105","5.1227","440.396","3.514","41.941189476011495","55.507279383627136","31.610169491525426","44.77426290818092","20","4520","0","0.3288","61287807534320640","1.1933754996915835","2318.9368","124.488","1.949","48.8918439716312","60.980133971585616"
"th_qcpg_0.5_llm_gec_aug_0.5","38.558653340347185","52.305740381054555","2311","-","finished","","2.0158536434173584","5.1146","441.087","3.519","40.41565332743754","54.34750241570754","31.440677966101696","44.479562683822294","19.95","4220","0","0.3283","57318791454737280","1.1948057924966675","2176.174","124.356","1.939","48.09397163120568","60.37547730308216"
"th_qcpg_0.5_llm_gec_aug_0.4","40.504997369805366","54.04773097309237","2174","-","finished","","2.043515205383301","5.1299","439.778","3.509","42.471810745080695","56.06170594597479","32.96610169491525","46.32806249652819","19.95","3940","0","0.3053","53490108064568450","1.1620286631705192","2039.2688","123.858","1.932","49.290780141843975","61.644279534247424"
"th_qcpg_0.5_llm_gec_aug_0.3","38.99701911274768","53.16410077103581","2037","-","finished","","1.8534283638000488","5.1242","440.268","3.513","40.70307318151669","54.88902631596923","32.45762711864407","46.55237344922896","19.95","3660","0","0.3591","49661424674399620","1.2658914169978577","1901.7861","123.326","1.925","50.22163120567376","61.770663383226015"
"th_qcpg_0.5_llm_gec_aug_0.2","39.189900052603896","52.95597420086017","1897","-","finished","","1.9289531707763672","5.1177","440.819","3.517","40.92416537696219","54.83108860065221","32.54237288135593","45.76856536165849","19.94","3380","0","0.3287","45832741284230780","1.186922217826166","1764.8223","122.675","1.915","48.8031914893617","60.732256765970824"
"th_qcpg_0.5_llm_gec_aug_0.1","37.33122917762581","52.498750194233814","1754","-","finished","","1.829999327659607","5.1166","440.918","3.518","39.02277249613088","54.355538740198945","30.847457627118644","45.38158528457371","19.94","3100","0","0.3146","42004057894061950","1.1554476793350712","1625.4201","122.098","1.907","49.423758865248224","61.28871969240541"
"th_qcpg_0.5_aug_1.0","39.61073119410836","53.27984005541485","3011","-","finished","","2.274449110031128","5.1169","440.889","3.518","41.56533274375415","55.01472739886809","32.11864406779661","46.629928653349225","20","5640","0","0.3083","76607636381752320","1.1829593347319474","2865.7286","125.916","1.968","49.68971631205674","61.245526523608554"
"th_qcpg_0.5_aug_0.9","37.944941258986496","52.41413989680807","2872","-","finished","","2.2317609786987305","5.1133","441.206","3.52","39.77448596064559","54.11153216909187","30.93220338983051","45.90794900906409","20","5360","0","0.3348","72777679169894400","1.1923244974506435","2728.7253","125.626","1.964","49.15780141843972","61.2495643726088"
"th_qcpg_0.5_aug_0.8","37.38383307031387","51.67019678153922","2732","-","finished","","2.2759451866149902","5.1071","441.741","3.525","38.86800795931904","53.15102284745474","31.694915254237287","45.99411517464598","20","5080","0","0.2872","68947721958036480","1.1563432303000625","2588.5927","125.458","1.962","48.8918439716312","60.835525659328844"
"th_qcpg_0.5_aug_0.7","40.11923549009293","53.4724373791587","2595","-","finished","","2.111384391784668","5.1058","441.851","3.525","41.720097280565994","54.98374529834942","33.983050847457626","47.67951727873675","20","4800","0","0.3177","65117764746178560","1.1897669490178426","2453.3392","125.021","1.957","49.645390070921984","61.112328242725674"
"th_qcpg_0.5_aug_0.6","38.733999649307385","52.90494090609299","2477","-","finished","","2.1134021282196045","5.1052","441.904","3.526","40.50409020561574","54.85701490368192","31.94915254237288","45.422542015336035","20","4520","0","0.313","61287807534320640","1.1918600487498054","2337.1237","123.519","1.934","49.955673758865245","61.052122997523526"
"th_qcpg_0.5_aug_0.5","38.1202875679467","52.54168617155021","2314","-","finished","","1.991658926010132","5.1042","441.992","3.527","39.99557815609109","54.461469767085575","30.93220338983051","45.18305803374941","19.95","4220","0","0.4041","57318791454737280","1.2189482901333633","2176.7207","124.325","1.939","48.847517730496456","60.71946783950076"
"th_qcpg_0.5_aug_0.4","38.78660354199544","53.61220810886523","2198","-","finished","","2.0160250663757324","5.1783","435.666","3.476","40.74729162060579","55.49476046775622","31.271186440677965","46.396289194236005","19.95","3940","0","0.4344","53490108064568450","1.2779340637516854","2062.8231","122.444","1.91","49.955673758865245","61.327890893745995"
"th_qcpg_0.5_aug_0.3","38.97948448185166","53.134610472203875","2026","-","finished","","1.896891951560974","5.1071","441.74","3.525","40.34932566880389","54.76642047717529","33.728813559322035","46.87979974975963","19.95","3660","0","0.3213","49661424674399620","1.166344623878354","1893.9439","123.837","1.932","49.02482269503546","61.22649660489935"
"th_qcpg_0.5_aug_0.2","39.08469226722777","53.603550078248254","1889","-","finished","","1.923831582069397","5.1034","442.057","3.527","40.63674552288304","55.20484581839022","33.13559322033898","47.46570208446815","19.94","3380","0","0.3043","45832741284230780","1.1711966723380005","1757.8547","123.161","1.923","49.955673758865245","61.395079423100185"
"th_qcpg_0.5_aug_0.1","38.6638611257233","53.19503638917991","1748","-","finished","","1.862087368965149","5.1108","441.422","3.522","40.06190581472474","54.719070730508186","33.30508474576271","47.353335265598474","19.94","3100","0","0.2918","42004057894061950","1.1960008165913243","1619.9006","122.514","1.914","49.512411347517734","61.99457239423985"
"th_qcpg_0.2_llm_gec_aug_1.0","40.22444327546905","53.68392187635623","3004","-","finished","","2.151963949203491","5.1093","441.551","3.523","42.18439089100155","55.46167702317717","32.71186440677966","46.86969600426337","20","5640","0","0.3479","76607636381752320","1.2102142022856583","2857.996","126.256","1.973","49.9113475177305","61.78694375405114"
"th_qcpg_0.2_llm_gec_aug_0.9","39.64580045590041","53.270392669789544","2866","-","finished","","2.1225738525390625","5.1153","441.026","3.519","41.38845898739775","55.042702483308645","32.96610169491525","46.47703903712421","20","5360","0","0.4318","72777679169894400","1.2819444983752806","2722.848","125.898","1.969","48.35992907801418","60.049362199706415"
"th_qcpg_0.2_llm_gec_aug_0.8","39.43538488514817","53.131966449983175","2727","-","finished","","2.244879961013794","5.1063","441.811","3.525","41.12314835286315","54.78014041183423","32.96610169491525","46.8144318487539","20","5080","0","0.3144","68947721958036480","1.2116380901787225","2583.9026","125.686","1.966","50.13297872340426","61.31155617968282"
"th_qcpg_0.2_llm_gec_aug_0.7","39.7334736103805","53.507503861697586","2586","-","finished","","2.110931634902954","5.1091","441.569","3.523","41.74220650011055","55.4320171346877","32.03389830508475","46.13074662972078","20","4800","0","0.3628","65117764746178560","1.2647745132446289","2445.0944","125.443","1.963","49.77836879432624","61.48574522635855"
"th_qcpg_0.2_llm_gec_aug_0.6","39.628265825004384","53.275983923835994","2449","-","finished","","2.1525065898895264","5.1079","441.669","3.524","41.56533274375415","55.215104092326925","32.20338983050848","45.84323771868117","20","4520","0","0.3028","61287807534320640","1.1658837208705666","2308.9429","125.027","1.958","48.67021276595744","60.82347008531112"
"th_qcpg_0.2_llm_gec_aug_0.5","39.680869717692445","53.40674035415083","2304","-","finished","","1.9914686679840088","5.1149","441.065","3.519","41.56533274375415","55.42870295232048","32.45762711864407","45.656454903710525","19.95","4220","0","0.431","57318791454737280","1.2857389441033675","2168.9162","124.772","1.946","49.15780141843972","60.78104485586495"
"th_qcpg_0.2_llm_gec_aug_0.4","39.014553743643695","53.583179034659864","2249","-","finished","","2.032087802886963","5.1141","441.134","3.52","40.32721644925934","55.0283217721929","33.983050847457626","48.04387343986304","19.95","3940","0","0.3405","53490108064568450","1.2724809966111543","2031.2281","124.348","1.94","49.822695035460995","61.58921555921721"
"th_qcpg_0.2_llm_gec_aug_0.3","36.80519025074522","51.37390396049564","2030","-","finished","","1.9330840110778809","5.1038","442.023","3.527","38.22684059252708","52.85230653223954","31.35593220338983","45.7071117299905","19.95","3660","0","0.4019","49661424674399620","1.2496364447588475","1898.6008","123.533","1.928","47.562056737588655","59.422696233038934"
"th_qcpg_0.2_llm_gec_aug_0.2","40.25951253726109","53.64381095577658","1888","-","finished","","1.903957486152649","5.1149","441.066","3.519","41.96329869555605","55.280243981684485","33.728813559322035","47.37127995901413","19.94","3380","0","0.2987","45832741284230780","1.1578381239309818","1758.4043","123.123","1.922","50.354609929078016","62.08007122710331"
"th_qcpg_0.2_llm_gec_aug_0.1","38.54111870945117","52.29605305052093","1753","-","finished","","1.869545817375183","5.1092","441.554","3.523","40.54830864470484","54.264072747431456","30.847457627118644","44.75253348346573","19.94","3100","0","0.3991","42004057894061950","1.234720580808578","1622.2768","122.334","1.911","48.27127659574468","60.00933909004292"
"th_qcpg_0.2_aug_1.0","38.22549535332281","52.62879286806504","3008","-","finished","","2.2761523723602295","5.1136","441.173","3.52","39.77448596064559","54.19637243859456","32.28813559322034","46.62018066679083","20","5640","0","0.3195","76607636381752320","1.2239029444701284","2859.4347","126.193","1.972","50.88652482269504","62.19630910709608"
"th_qcpg_0.2_aug_0.9","37.20848676135368","52.3838281480815","2861","-","finished","","2.186112403869629","5.1159","440.98","3.518","38.93433561795269","54.085060518962536","30.593220338983052","45.8629179671553","20","5360","0","0.3692","72777679169894400","1.2542426934882775","2721.5822","125.956","1.969","49.77836879432624","61.27020017801464"
"th_qcpg_0.2_aug_0.8","39.36524636156409","52.74439921936329","2724","-","finished","","2.2113096714019775","5.1042","441.992","3.527","41.454786646031394","54.64976862474417","31.35593220338983","45.44102140534953","20","5080","0","0.3018","68947721958036480","1.1637170461219126","2583.1718","125.721","1.967","48.226950354609926","60.52804484763428"
"th_qcpg_0.2_aug_0.7","38.90934595826758","52.61975739589992","2591","-","finished","","2.0544252395629883","5.1128","441.246","3.521","40.59252708379394","54.25954095410797","32.45762711864407","46.33438363846484","20","4800","0","0.3422","65117764746178560","1.239315177599589","2449.7582","125.204","1.959","49.734042553191486","61.32958848619055"
"th_qcpg_0.2_aug_0.6","38.80413817289146","53.03050826520253","2452","-","finished","","2.0464069843292236","5.1144","441.109","3.519","40.39354410789299","54.65091953438997","32.71186440677966","46.81938947661517","20","4520","0","0.3288","61287807534320640","1.238040576360922","2310.4367","124.946","1.956","49.55673758865248","61.195322771316256"
"th_qcpg_0.2_aug_0.5","37.19095213045765","52.56118725456692","2304","-","finished","","2.013998508453369","5.1087","441.596","3.523","38.64691576387354","54.21869138252741","31.610169491525426","46.2078896522251","19.95","4220","0","0.3147","57318791454737280","1.1753348617192128","2165.9683","124.942","1.948","49.37943262411348","61.17099389392887"
"th_qcpg_0.2_aug_0.4","39.41785025425215","52.48982833111053","2169","-","finished","","2.034024238586426","5.1104","441.454","3.522","41.12314835286315","54.28721883885949","32.88135593220339","45.600339122172336","19.95","3940","0","0.3137","53490108064568450","1.1952658435414891","2032.8433","124.25","1.938","49.60106382978723","60.82997371347524"
"th_qcpg_0.2_aug_0.3","35.47255830264773","51.1240636776882","2028","-","finished","","2.060068130493164","5.1043","441.979","3.526","36.87817820030953","52.7909526777608","30.084745762711865","44.73479338334384","19.95","3660","0","0.3635","49661424674399620","1.2396903460143045","1894.5401","123.798","1.932","45.833333333333336","58.6799341701274"
"th_qcpg_0.2_aug_0.2","38.733999649307385","53.21526371383801","1890","-","finished","","1.95979642868042","5.1127","441.255","3.521","40.39354410789299","54.95561030766526","32.3728813559322","46.5444267274999","19.94","3380","0","0.2947","45832741284230780","1.153180130275749","1757.5106","123.186","1.923","49.02482269503546","60.94471504653903"
"th_qcpg_0.2_aug_0.1","38.24302998421883","52.66250453196647","1748","-","finished","","1.887573480606079","5.1069","441.756","3.525","39.81870439973469","54.30423510658815","32.20338983050848","46.36966776161695","19.94","3100","0","0.3076","42004057894061950","1.1456046467442669","1619.279","122.561","1.914","49.55673758865248","61.6391509167806"
"th_ltw2v_aug_1.0","40.18937401367701","54.232931589440426","3002","-","finished","","2.4180989265441895","5.1059","441.841","3.525","42.00751713464515","55.8982049412459","33.220338983050844","47.849854157054914","20","5640","0","0.1175","76607636381752320","0.7885978319966201","2856.5864","126.319","1.974","51.1968085106383","62.484082556260134"
"th_ltw2v_aug_0.9","39.014553743643695","53.96728781478393","2867","-","finished","","2.3041861057281494","5.1099","441.493","3.523","40.81361927923944","55.67552833531008","32.11864406779661","47.4195150399209","20","5360","0","0.143","72777679169894400","0.8134348065105836","2723.3492","125.874","1.968","50.354609929078016","62.27914251302872"
"th_ltw2v_aug_0.8","39.52305803962827","53.20176461876271","2730","-","finished","","2.264220714569092","5.1208","440.555","3.515","41.410568206942294","55.05108419725154","32.28813559322034","46.11322864121707","20","5080","0","0.1424","68947721958036480","0.8155657205056018","2586.7219","125.549","1.964","49.33510638297872","61.61464306142484"
"th_ltw2v_aug_0.7","38.69893038751534","52.04648303624753","2592","-","finished","","2.259573459625244","5.1179","440.804","3.517","40.59252708379394","54.05913023857495","31.440677966101696","44.331903971734505","20","4800","0","0.1892","65117764746178560","0.8730422631899516","2452.966","125.04","1.957","48.18262411347518","60.357206494370146"
"th_ltw2v_aug_0.6","39.97895844292478","54.059105758785705","2444","-","finished","","2.1035807132720947","5.1084","441.629","3.524","41.83064337828875","56.05466972662997","32.88135593220339","46.410007600685574","20","4520","0","0.136","61287807534320640","0.8608383516294766","2308.582","125.046","1.958","50.97517730496454","62.595284957897505"
"th_ltw2v_aug_0.5","37.43643696300193","52.36681110164099","2301","-","finished","","2.1564602851867676","5.1096","441.521","3.523","39.155427813398184","54.09706943086027","30.847457627118644","45.73464294650738","19.95","4220","0","0.1552","57318791454737280","0.8889053267890243","2166.5195","124.91","1.948","49.202127659574465","60.802382144932075"
