"Name","test_exact_match","test_f1","Runtime","Notes","State","Tags","eval/loss","eval/runtime","eval/samples_per_second","eval/steps_per_second","test_tydiqa_exact_match","test_tydiqa_f1","test_xquad_exact_match","test_xquad_f1","train/epoch","train/global_step","train/learning_rate","train/loss","train/total_flos","train/train_loss","train/train_runtime","train/train_samples_per_second","train/train_steps_per_second","val_exact_match","val_f1"
"th_qcpg_0.2_aug_0.7","39.26003857618797","53.35160648061498","4141","-","finished","slem","2.0238192081451416","7.5237","299.851","2.392","40.92416537696219","54.89313866433739","32.88135593220339","47.44283523741598","20","4800","4.1666666666666676e-8","0.3359","65117764746178560","1.2254808696111044","3758.475","81.608","1.277","49.512411347517734","61.10080398585562"
"th_qcpg_0.2_aug_0.6","38.33070313869893","53.19962692416962","3921","-","finished","slem","1.995558738708496","7.5033","300.668","2.399","40.41565332743754","55.15777998239926","30.338983050847457","45.6939266848723","20","4520","5.530973451327434e-8","0.4262","61287807534320640","1.3241892451733617","3542.9314","81.481","1.276","49.37943262411348","61.296874194109904"
"th_qcpg_0.2_aug_0.5","38.94441522005962","52.9911757469393","3680","-","finished","slem","1.887826919555664","7.515","300.201","2.395","40.76940084015034","54.72286022347467","31.94915254237288","46.35354109662763","19.95","4220","5.33175355450237e-8","0.433","57318791454737280","1.3025186638131525","3295.2411","82.124","1.281","49.77836879432624","61.38959999058565"
"th_qcpg_0.2_aug_0.4","39.10222689812379","52.9171859824895","3468","-","finished","slem","1.8143973350524905","7.5282","299.675","2.391","40.63674552288304","54.65574689462091","33.220338983050844","46.25319360488853","19.95","3940","6.34517766497462e-8","0.4994","53490108064568450","1.3743271377486022","3089.5217","81.754","1.275","48.49290780141844","60.66606449858955"
"th_qcpg_0.2_aug_0.3","39.9088199193407","53.61648438204707","3286","-","finished","slem","1.777685046195984","7.4988","300.849","2.4","41.83064337828875","55.421125506716415","32.54237288135593","46.69920318977753","19.95","3660","6.830601092896176e-8","0.4174","49661424674399620","1.3135380374929293","2919.6993","80.33","1.254","49.55673758865248","61.22835653401206"
"th_qcpg_0.2_aug_0.2","39.03208837453972","52.78337759299078","3037","-","finished","slem","1.799971103668213","7.5098","300.409","2.397","40.63674552288304","54.45162289307168","32.88135593220339","46.388908531749784","19.94","3380","7.396449704142014e-8","0.392","45832741284230780","1.2485885789408486","2676.8529","80.879","1.263","49.68971631205674","61.09164254052399"
"th_qcpg_0.2_aug_0.1","38.6638611257233","52.42041264182638","2819","-","finished","slem","1.84447979927063","7.5154","300.185","2.395","40.94627459650674","54.45006442819975","29.915254237288135","44.64065414202507","19.94","3100","7.258064516129035e-8","0.3317","42004057894061950","1.2139429424655053","2479.7134","80.033","1.25","48.27127659574468","60.26234181884805"
"th_ltw2v_aug_1.0","40.73294757145362","54.39437610119371","4628","-","finished","slem","2.2172579765319824","7.4735","301.868","2.409","42.71501216007075","56.16370371637993","33.13559322033898","47.61245338637504","20","5640","4.432624113475178e-8","0.1274","76607636381752320","0.8252608319546314","4253.0041","84.844","1.326","50.487588652482266","62.19450047439865"
"th_ltw2v_aug_0.9","39.61073119410836","53.82806721329888","4511","-","finished","slem","2.232712984085083","7.5193","300.028","2.394","41.587441963298694","55.69892845949436","32.03389830508475","46.65696092809489","20","5360","4.197761194029851e-8","0.1173","72777679169894400","0.8077618068723537","4132.9261","82.944","1.297","50.354609929078016","62.09178459713318"
"th_ltw2v_aug_0.8","38.313168507802914","53.337799688152366","4306","-","finished","slem","2.0281994342803955","7.5128","300.286","2.396","40.26088879062569","55.354384775664464","30.847457627118644","45.6081265094948","20","5080","5.4133858267716537e-8","0.2543","68947721958036480","1.031922429002176","3901.2701","83.245","1.302","50.576241134751776","62.40417573072698"
"th_ltw2v_aug_0.7","41.574609854462565","54.66028713890589","4132","-","finished","slem","2.0664689540863037","7.5136","300.256","2.396","43.48883484413","56.45798534271354","34.23728813559322","47.76961851532874","20","4800","4.6875e-8","0.1094","65117764746178560","0.8437097577253977","3730.5077","82.219","1.287","51.019503546099294","62.36137145384314"
"th_ltw2v_aug_0.6","40.27704716815711","54.380721049797145","5166","-","finished","slem","2.1263298988342285","7.5263","299.747","2.392","42.250718549635195","56.43514027074846","32.71186440677966","46.506027713897545","20","4520","4.4247787610619476e-8","0.1558","61287807534320640","0.8921913560512846","3517.8039","82.063","1.285","49.60106382978723","62.01584502397048"
"th_ltw2v_aug_0.5","38.0326144134666","52.78587088484297","3698","-","finished","slem","2.077153205871582","7.5002","300.794","2.4","39.84081361927924","54.7590250891289","31.10169491525424","45.22267048994109","19.95","4220","5.33175355450237e-8","0.1733","57318791454737280","0.9173228955381856","3326.9984","81.341","1.268","49.9113475177305","61.78050500114939"
"th_ltw2v_aug_0.4","40.48746273890934","54.28303860189052","3469","-","finished","slem","2.0456621646881104","7.5053","300.589","2.398","42.6929029405262","56.32304480217326","32.03389830508475","46.46359110707908","19.95","3940","5.0761421319796964e-8","0.1835","53490108064568450","0.9422968230271702","3105.7626","81.326","1.269","50.22163120567376","62.61729656165611"
"th_ltw2v_aug_0.3","37.120813606873575","52.83455618409101","3232","-","finished","slem","1.8798211812973025","7.4933","301.07","2.402","38.58058810523988","54.359604114162536","31.52542372881356","46.98896992331815","19.95","3660","7.513661202185794e-8","0.2659","49661424674399620","1.0272310694710154","2876.6278","81.533","1.272","49.68971631205674","61.811520943248155"
"th_ltw2v_aug_0.2","38.7515342802034","52.63384973656915","3160","-","finished","slem","1.8044615983963013","7.4926","301.096","2.402","40.54830864470484","54.510091703994114","31.864406779661017","45.44211887329644","19.94","3380","6.656804733727812e-8","0.3232","45832741284230780","1.1168688576602372","2812.6119","76.975","1.202","48.980496453900706","60.91778817529761"
"th_ltw2v_aug_0.1","38.87427669647554","52.879998580934256","2797","-","finished","slem","1.859949231147766","7.4981","300.875","2.401","40.87994693787309","54.787395175625704","31.1864406779661","45.56885044721538","19.94","3100","7.258064516129035e-8","0.3257","42004057894061950","1.117189585778021","2460.2179","80.668","1.26","50.22163120567376","62.03242361977639"
"th_llm_paraphrase_aug_1.0","41.977906365071014","54.83511055855349","4684","-","finished","slem","2.181957006454468","7.4945","301.021","2.402","43.82047313729825","56.575072205337726","34.91525423728814","48.165749093804415","20","5640","3.9893617021276594e-8","0.2353","76607636381752320","1.053018469844304","4289.9336","84.113","1.315","50.53191489361702","62.07633231217401"
"th_llm_paraphrase_aug_0.9","39.137296159915834","53.35664088868869","4498","-","finished","slem","2.1510651111602783","7.5089","300.445","2.397","41.05682069422949","55.33366452705776","31.779661016949152","45.77860875619577","20","5360","4.6641791044776125e-8","0.2797","72777679169894400","1.106852404750995","4115.1656","83.302","1.302","50.97517730496454","62.085000465414886"
"th_llm_paraphrase_aug_0.8","39.78607750306856","53.720719962769216","4305","-","finished","slem","2.101877450942993","7.5024","300.705","2.399","41.366349767853194","55.4344759333184","33.728813559322035","47.15180618752141","20","5080","3.9370078740157486e-8","0.2348","68947721958036480","1.0485539113442728","3910.8783","83.04","1.299","50.31028368794326","61.489115684007785"
"th_llm_paraphrase_aug_0.7","40.83815535682974","54.414945723869586","4119","-","finished","slem","2.0408225059509277","7.4901","301.196","2.403","42.516029184169795","56.076793169938","34.40677966101695","48.04499996237283","20","4800","4.6875e-8","0.268","65117764746178560","1.1123236417770386","3731.0394","82.208","1.287","50.265957446808514","61.958405509575606"
"th_llm_paraphrase_aug_0.6","40.627739786077505","54.01558984228625","3944","-","finished","slem","1.960754871368408","7.499","300.842","2.4","42.427592305991595","55.7672821323387","33.728813559322035","47.30126422541678","20","4520","5.530973451327434e-8","0.3051","61287807534320640","1.1391473449436964","3557.8196","81.14","1.27","50.487588652482266","62.154566050698584"
"th_llm_paraphrase_aug_0.5","39.20743468349991","53.047297337779675","3710","-","finished","slem","1.628533124923706","7.5273","299.709","2.391","41.07892991377405","55.04515765097285","32.03389830508475","45.38939717119393","19.95","4220","6.51658767772512e-8","0.6228","57318791454737280","1.6237552588584865","3327.12","81.338","1.268","48.04964539007092","60.82011137515352"
"th_llm_paraphrase_aug_0.4","40.18937401367701","52.96241014315887","3473","-","finished","slem","1.901909112930298","7.5169","300.125","2.395","42.36126464735795","54.96380719798662","31.864406779661017","45.29095346605319","19.95","3940","5.0761421319796964e-8","0.3516","53490108064568450","1.2146317903160444","3105.6662","81.329","1.269","48.847517730496456","61.06493722473449"
"th_llm_paraphrase_aug_0.3","38.47098018586709","52.88524391992489","3268","-","finished","slem","1.910720705986023","7.501","300.758","2.4","40.08401503426929","54.41395433998994","32.28813559322034","47.02561914877857","19.95","3660","6.830601092896176e-8","0.3019","49661424674399620","1.1598870032472035","2903.0846","80.79","1.261","49.02482269503546","61.18096603195165"
"th_llm_paraphrase_aug_0.2","38.6638611257233","52.41978915941966","3055","-","finished","slem","1.8834466934204104","7.5301","299.598","2.39","40.48198098607119","54.21515309848849","31.694915254237287","45.53806789127807","19.94","3380","7.396449704142014e-8","0.3206","45832741284230780","1.1790274851420928","2691.9667","80.424","1.256","47.96099290780142","60.340402843922874"
"th_llm_paraphrase_aug_0.1","40.171839382780995","53.8663827411938","2886","-","finished","slem","1.8180814981460571","7.5539","298.654","2.383","42.27282776917975","55.85084219895685","32.11864406779661","46.25984873487106","19.94","3100","6.451612903225807e-8","0.3268","42004057894061950","1.1800161669331213","2530.8114","78.418","1.225","51.50709219858156","62.732975060119784"
"th_llm_gec_aug_1.0","41.60967911625461","54.97400821066602","4731","-","finished","slem","2.272278308868408","7.5172","300.111","2.395","43.40039796595181","56.728930473272875","34.74576271186441","48.24730194475957","20","5640","3.546099290780142e-8","0.2043","76607636381752320","1.0023463053060762","4324.5391","83.44","1.304","51.32978723404256","62.46854409323126"
"th_llm_gec_aug_0.9","39.470454146940206","54.5758384554294","4478","-","finished","slem","2.1139423847198486","7.5063","300.546","2.398","41.322131328764094","56.540886324930035","32.3728813559322","47.04371005394648","20","5360","4.197761194029851e-8","0.2275","72777679169894400","1.077201305218597","4093.4809","83.743","1.309","50.44326241134752","62.62226976374187"
"th_llm_gec_aug_0.8","40.049096966508856","54.00478990645573","4262","-","finished","slem","2.072499513626098","7.5059","300.563","2.398","41.675878841476894","55.760682979565395","33.813559322033896","47.27436247452908","20","5080","3.44488188976378e-8","0.2277","68947721958036480","1.043375554422694","3886.8496","83.554","1.307","49.734042553191486","61.51980049860217"
"th_llm_gec_aug_0.7","39.838681395756616","53.981550945984786","4026","-","finished","slem","1.833354115486145","7.5081","300.475","2.397","41.631660402387794","55.775016610369114","32.96610169491525","47.10710586123165","20","4800","6.770833333333334e-8","0.605","65117764746178560","1.3390395418802896","3670.2789","83.569","1.308","50.66489361702128","62.17341673979901"
"th_llm_gec_aug_0.6","37.576714010170086","52.63086206899702","3840","-","finished","slem","1.822696089744568","7.5112","300.352","2.396","39.35441078929914","54.302733934766835","30.76271186440678","46.22249219706846","20","4520","6.63716814159292e-8","0.4834","61287807534320640","1.29713446355499","3470.3205","83.185","1.302","49.37943262411348","61.59353977745391"
"th_llm_gec_aug_0.5","40.78555146414168","54.04624300182266","3615","-","finished","slem","1.9897185564041135","7.4599","302.416","2.413","42.49391996462525","55.754316259102","34.23728813559322","47.49911135548958","19.95","4220","5.33175355450237e-8","0.2624","57318791454737280","1.100151237379318","3264.067","82.909","1.293","52.304964539007095","63.54196730567688"
"th_llm_gec_aug_0.4","40.78555146414168","54.02201832536786","3424","-","finished","slem","1.895878314971924","7.5137","300.253","2.396","42.53813840371435","55.80116308506753","34.067796610169495","47.20246599645247","19.95","3940","5.0761421319796964e-8","0.2679","53490108064568450","1.101370223766656","3079.0037","82.033","1.28","50.0886524822695","61.58691497396133"
"th_llm_gec_aug_0.3","37.92740662809048","52.24039517941398","3202","-","finished","slem","1.81624436378479","7.4766","301.743","2.408","39.61972142383374","53.99892927731089","31.440677966101696","45.49984456518805","19.95","3660","6.147540983606558e-8","0.3911","49661424674399620","1.2021878810528197","2865.4957","81.85","1.277","50.44326241134752","61.856040483055814"
"th_llm_gec_aug_0.2","40.34718569174119","53.891560915065895","3028","-","finished","slem","1.8970471620559692","7.5204","299.985","2.393","42.18439089100155","55.561288714400355","33.30508474576271","47.49140935880453","19.94","3380","5.1775147928994095e-8","0.2947","45832741284230780","1.1505584513647316","2692.5254","80.408","1.255","50.797872340425535","62.542805691272584"
"th_llm_gec_aug_0.1","39.470454146940206","53.07563958891534","2855","-","finished","slem","1.823227047920227","7.5032","300.672","2.399","41.52111430466505","55.05899619963841","31.610169491525426","45.47333285137376","19.94","3100","6.451612903225807e-8","0.3201","42004057894061950","1.1717177434121409","2502.7559","79.297","1.239","49.33510638297872","61.395395814804274"
"th_fasttext_aug_1.0","41.29405576012625","54.43543690659534","4746","-","finished","slem","2.1287384033203125","7.4947","301.013","2.402","43.2235242095954","56.22397514072657","33.898305084745765","47.57987891254932","20","5640","4.875886524822696e-8","0.2582","76607636381752320","0.9572226395843724","4344.7919","83.051","1.298","51.1081560283688","62.79686033367653"
"th_fasttext_aug_0.9","38.82167280378748","53.51336067880253","4548","-","finished","slem","2.217060089111328","7.4968","300.929","2.401","40.70307318151669","55.29619789451017","31.610169491525426","46.67965497825653","20","5360","3.7313432835820895e-8","0.1585","72777679169894400","0.9107168532129544","4143.7512","82.727","1.294","49.822695035460995","61.62942047026187"
"th_fasttext_aug_0.8","37.033140452393475","52.81362348903074","4323","-","finished","slem","1.9324184656143188","7.5191","300.036","2.394","38.62480654432898","54.63970224568253","30.93220338983051","45.814170763323325","20","5080","4.921259842519685e-8","0.3661","68947721958036480","1.049206045856626","3931.0673","82.614","1.292","50.0886524822695","61.834941852346496"
"th_fasttext_aug_0.7","40.83815535682974","54.12600529319052","4098","-","finished","slem","1.9489473104476929","7.5175","300.099","2.394","42.6486845014371","55.970624522682634","33.898305084745765","47.055485992350405","20","4800","6.250000000000001e-8","0.3119","65117764746178560","1.0431882413228353","3715.488","82.552","1.292","50.84219858156028","62.349252111744455"
"th_fasttext_aug_0.6","39.43538488514817","53.76058528671309","3869","-","finished","slem","1.956164836883545","7.5023","300.706","2.399","41.366349767853194","55.77972487070613","32.03389830508475","46.0211205931545","20","4520","6.084070796460177e-8","0.2483","61287807534320640","1.0329701980658337","3492.922","82.647","1.294","49.46808510638298","61.27105869402634"
"th_fasttext_aug_0.5","39.31264246887603","52.99110418352472","3681","-","finished","slem","1.9519250392913816","7.4913","301.151","2.403","40.94627459650674","54.660436503244966","33.05084745762712","46.59246852073377","19.95","4220","6.51658767772512e-8","0.297","57318791454737280","1.1385948750645063","3303.5131","81.919","1.277","50.265957446808514","61.98796050216273"
"th_fasttext_aug_0.4","38.80413817289146","53.69380284225405","3490","-","finished","slem","2.0144994258880615","7.5045","300.62","2.399","40.61463630333849","55.62802613314388","31.864406779661017","46.279826617937296","19.95","3940","6.34517766497462e-8","0.2401","53490108064568450","1.0455579515641111","3125.1146","80.823","1.261","50.354609929078016","62.16919353418109"
"th_fasttext_aug_0.3","38.57618797124321","53.63603882444071","3280","-","finished","slem","1.838781714439392","7.4974","300.903","2.401","40.34932566880389","55.48477019362305","31.779661016949152","46.54975748307597","19.95","3660","6.147540983606558e-8","0.2447","49661424674399620","1.0679319485940568","2916.5948","80.416","1.255","48.980496453900706","61.25590639192144"
"th_fasttext_aug_0.2","39.97895844292478","53.81587890278754","3076","-","finished","slem","1.8804490566253664","7.5271","299.716","2.391","41.91908025646695","55.77496246889809","32.54237288135593","46.30661197946842","19.94","3380","5.91715976331361e-8","0.2594","45832741284230780","1.100743002581173","2710.5426","79.873","1.247","50.75354609929078","61.87023615241508"
"th_fasttext_aug_0.1","38.99701911274768","53.24920955202414","2858","-","finished","slem","1.777636170387268","7.5055","300.581","2.398","41.145257572407694","55.28474749996451","30.76271186440678","45.446889095640245","19.94","3100","5.645161290322581e-8","0.2738","42004057894061950","1.0957467552923388","2498.9286","79.418","1.241","50.044326241134755","61.773106165918925"
"th_aug_1.0","41.76749079431878","54.690340575674846","4723","-","finished","slem","2.1283862590789795","7.5293","299.63","2.391","43.55516250276365","56.55359697576899","34.91525423728814","47.5483840522645","20","5640","5.3191489361702137e-8","0.3848","76607636381752320","1.034902434653424","4316.9427","83.587","1.306","50.88652482269504","62.63669720305484"
"th_aug_0.9","37.83973347361038","53.785527092172025","4530","-","finished","slem","2.1529974937438965","7.5042","300.633","2.399","39.66393986292284","55.48903144348899","30.847457627118644","47.25590829471032","20","5360","4.6641791044776125e-8","0.2349","72777679169894400","1.006060085011952","4129.359","83.015","1.298","51.462765957446805","62.69717702915457"
"th_aug_0.8","39.78607750306856","53.94692753465968","4316","-","finished","slem","2.0241687297821045","7.5287","299.654","2.391","41.47689586557595","55.70046382887682","33.30508474576271","47.22553375606452","20","5080","4.921259842519685e-8","0.2275","68947721958036480","1.0281269937049686","3921.7031","82.811","1.295","50.797872340425535","62.21697820356307"
"th_aug_0.7","38.71646501841136","53.75783655517975","4070","-","finished","slem","2.1417291164398193","7.5197","300.014","2.394","40.39354410789299","55.266907994246765","32.28813559322034","47.97348899679144","20","4800","4.1666666666666676e-8","0.2163","65117764746178560","1.038472487926483","3697.2985","82.958","1.298","50.84219858156028","62.34909585992973"
"th_aug_0.6","41.34665965281431","55.03316679522316","3863","-","finished","slem","2.0205986499786377","7.5054","300.582","2.398","43.0908688923281","56.84677370416538","34.66101694915254","48.08151929594835","20","4520","4.4247787610619476e-8","0.2471","61287807534320640","1.050459737693314","3494.1204","82.619","1.294","51.241134751773046","62.65281780809009"
"th_aug_0.5","37.20848676135368","52.723649000286976","3670","-","finished","slem","1.948586344718933","7.5235","299.861","2.393","38.62480654432898","54.479050878616334","31.779661016949152","45.99510434292933","19.95","4220","5.33175355450237e-8","0.2553","57318791454737280","1.0664109758856173","3301.6425","81.965","1.278","48.448581560283685","61.015501260143026"
"th_aug_0.4","40.171839382780995","53.781333167388595","3426","-","finished","slem","1.935652017593384","7.4867","301.334","2.404","42.029626354189695","55.73335263145629","33.05084745762712","46.29914330639132","19.95","3940","5.7106598984771576e-8","0.2839","53490108064568450","1.1104442557707657","3075.492","82.127","1.281","50.354609929078016","62.0521831819157"
"th_aug_0.3","39.40031562335613","53.765047321108064","3265","-","finished","slem","1.736971735954285","7.5043","300.629","2.399","41.410568206942294","55.65880114722985","31.694915254237287","46.50619261301688","19.95","3660","6.147540983606558e-8","0.3137","49661424674399620","1.1528813409023595","2918.1682","80.372","1.254","50.044326241134755","62.07577181255219"
"th_aug_0.2","40.22444327546905","53.54154521366067","3034","-","finished","slem","1.7712184190750122","7.5009","300.764","2.4","42.073844793278795","55.384976602874595","33.13559322033898","46.475578965005425","19.94","3380","6.656804733727812e-8","0.2955","45832741284230780","1.163375073494996","2688.3533","80.533","1.257","50.66489361702128","62.534592603428685"
"th_aug_0.1","38.80413817289146","53.13319359353507","2820","-","finished","slem","1.6080327033996582","7.4856","301.377","2.405","40.74729162060579","54.88983175973416","31.35593220338983","46.399910181910265","19.94","3100","8.870967741935485e-8","0.4476","42004057894061950","1.2356100562310988","2470.8863","80.319","1.255","49.15780141843972","61.27229499687264"
